"Data Source","World Development Indicators",

"Last Updated Date","2018-03-01",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017",
"Paraguay","PRY","GDP (constant 2010 US$)","NY.GDP.MKTP.KD","1951429897.99617","2086084132.59966","2154930301.87333","2256433797.25633","2351485560.0305","2496524595.82458","2546242966.40407","2779233547.71544","2905051502.62167","3041622372.30926","3210536611.88237","3388341007.50663","3613031979.20827","3876884944.96367","4201827042.79298","4489754917.87459","4827651607.04993","5382545822.29155","6029997723.43965","6745284915.7843","7535302529.434","8226324347.06571","8111351780.5015","7864554340.5142","8086067334.49498","8451811131.1122","8871429664.43721","9544088464.20912","10108656807.1365","10809712769.3228","11255427805.2664","11648653076.2121","11846264089.9199","12431038262.6612","13092110918.128","13985360485.569","14205460613.319","14808128865.4059","14818203594.5183","14615776377.2109","14277545968.157","14158462966.9553","14155432776.2627","14767053626.3267","15366214891.1453","15694050960.1953","16448482863.7657","17340257505.5353","18442944771.8053","17711553669.7976","20030528042.9171","20900335112.0465","20641386542.412","23538668873.1864","24650243376.482","25380441836.5634","26400622642.9239","",
"West Bank and Gaza","PSE","GDP (constant 2010 US$)","NY.GDP.MKTP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4485011706.38485","4804277804.09323","4862657058.62176","5575873936.26578","6375131061.85584","6903019283.60257","6312384282.05086","5724660964.01679","5009697076.26219","5711849556.53921","6302630142.26679","6983236164.51334","6710848171.43884","7153132897.76718","7587992831.12556","8245305385.23104","8913100000","10019539736.7003","10649191297.3882","10885328830.6682","10865529382.7483","11238079288.8294","11700600215.6052","",
"Pacific island small states","PSS","GDP (constant 2010 US$)","NY.GDP.MKTP.KD","","","","","","","","","","","","","","","","","","","","","","3726185206.76223","3627367184.13207","3603452815.73052","3850617193.10455","3759964476.4722","3993790540.44302","3838863682.211","3870016130.24116","4058692159.78321","4227613016.40919","4230510205.18255","4430372228.37149","4534282793.16683","4757693805.25958","4949984878.35836","5108875059.30865","5051219968.57466","5152864632.78086","5382235452.07531","5345458260.76064","5404342764.02323","5513633832.16577","5619249343.88192","5842393141.96123","5968796602.58819","6112946687.77444","6189728359.85472","6311315822.36082","6220312392.29053","6404608139.42234","6662849513.86187","6782978348.36411","6970573012.86093","7242825528.42893","7490659207.42326","7645725974.04443","",
"Post-demographic dividend","PST","GDP (constant 2010 US$)","NY.GDP.MKTP.KD","8694633468323.92","9107069487909.1","9643322624370.54","10152784198620.4","10812109927474.7","11412678927389.9","12105568392304.5","12658169308536.5","13428486632450.2","14206177779125.2","14719821913548.2","15273563726464.2","16105918040281.5","17106959250222.4","17269998703965.9","17306612382219.2","18143551604951.1","18826268512327.1","19641436390164.1","20409434563629","20650768057261","21057319920268.3","21125257418976.6","21755979157496.1","22768821940938.4","23665496038873.8","24397930091096.6","25233921296226.6","26448329001260.4","27488644918624.5","28300379297013.8","28652270633367.1","29174512659164.2","29489019331218.8","30358198073130.7","31178801788295.7","32065897204970.8","33109950836287.4","33978299031555","35103036330004.9","36483738722036.8","37032935714755.3","37602301852833.8","38332700767776.4","39520456331114.9","40556874118849.4","41708094762657.4","42732229648798.4","42797685825313.3","41262498271260.1","42413555466432","43076310549882","43552503084351.4","44109298748507.9","44944749694066.7","45884302682792.5","46626875231303.6","",
"French Polynesia","PYF","GDP (constant 2010 US$)","NY.GDP.MKTP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Qatar","QAT","GDP (constant 2010 US$)","NY.GDP.MKTP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","36044298341.0931","37449372355.1551","40139043103.6418","41632198904.0902","49633455958.9326","53352370952.2569","67314817504.132","79421829550.1802","93450549190.6148","104624021240.908","125122306346.154","141857635543.447","148506870584.197","155056431405.283","161225944072.686","166951102638.237","170662627613.433","",
"Romania","ROU","GDP (constant 2010 US$)","NY.GDP.MKTP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","124033630043.762","108010704317.053","98541159116.6575","100047690350.623","103981508237.522","111403929706.042","115715043066.875","110142036586.574","107843100036.571","107410080308.163","109982653269.536","116132885816.948","122153437846.506","128901533144.443","139675885447.463","145503043703.582","157224128902.687","168015611656.501","182228025398.3","169350284147.325","167998080493.408","169772634910.766","170860819248.496","176894945407.192","182336768698.516","189582498583.121","198283164737.371","",
"Russian Federation","RUS","GDP (constant 2010 US$)","NY.GDP.MKTP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1457617898121.64","1413889424697.54","1342531281523.96","1147447070569.57","1047980158360.56","916251609739.776","878286464022.211","846668151315.172","858521505428.167","813019865650.933","865053137052.697","951558450751.452","1000011657015.08","1047448908953.82","1123869255544","1204517542309.14","1281319833580.32","1385791374566.36","1504069779920.3","1583002663062.89","1459197844811.38","1524916112078.87","1605506181283.41","1664201907021","1693913810672.57","1706425071174.92","1658163260860.99","1654433869549.9","",
"Rwanda","RWA","GDP (constant 2010 US$)","NY.GDP.MKTP.KD","972855068.331704","931046368.362876","1036569286.47863","934773575.89096","818254118.053325","875609879.837651","936980595.47465","1001782337.52201","1072045156.04905","1190049134.54623","1261469043.73476","1276690442.66265","1280049010.14351","1324058223.29447","1342725108.21825","1314342243.51936","1570699140.69974","1602020601.17097","1748618956.24791","1956178418.29841","2131287926.80246","2247148990.00415","2287841407.62405","2424662329.7921","2321837897.56263","2424062576.9715","2556710613.92656","2556096080.21492","2671090369.52375","2670114506.05857","2606050686.4374","2540524678.21581","2689722712.08105","2471621385.10625","1229679412.93656","1662822652.28477","1874760968.52515","2134410722.37067","2323491113.94526","2422707737.92257","2625181871.63944","2848601605.39599","3224226032.77419","3295441072.90909","3539806406.70531","3872143260.66818","4229614834.67866","4554969821.96163","5063249716.25778","5381622836.86086","5774003744.2708","6223635958.45585","6773807052.83135","7092180173.43443","7632576654.45808","8309817722.40762","8802737510.00801","",
"South Asia","SAS","GDP (constant 2010 US$)","NY.GDP.MKTP.KD","178124278994.376","185462016281.167","191631535254.896","201900041904.514","217445490559.795","215375694155.622","217562339960.067","231428257997.247","241598263092.144","255857132738.417","270510465416.935","272604329215.923","268237149499.665","278348179058.328","284674119599.153","305348262921.155","312781179089.668","332801821080.822","352928314063.453","342377039420.013","364617512718.263","387779518425.181","402399743852.271","429538401260.433","447417572104.958","471588560284.176","494271570599.368","514920965485.887","558899794192.9","589399201840.737","621352790651.894","633269471966.152","669512966307.095","698983338068.321","741324057431.164","792840814402.811","847137921464.889","879237987443.7","928392677701.511","1000408834370.17","1041209701101.23","1086063068360.9","1126390643764.45","1209006368584.82","1300064278439.26","1414083672372.25","1536713035423.71","1675157073979.56","1740164452672.59","1872573857890.05","2042141855806.9","2171078450485.13","2290880139918.91","2430007211263.34","2601762416921.94","2796452886437.36","2987264717924.06","",
"Saudi Arabia","SAU","GDP (constant 2010 US$)","NY.GDP.MKTP.KD","","","","","","","","","76790666666.6668","81427200000.0002","129182079226.667","155680187306.667","191378651013.334","237635882453.334","276199588560.001","251538792560.001","296365455893.334","317387724293.334","300820954506.667","336677102293.334","355707632773.334","362619047920.001","287448524293.334","241309051493.334","230060546080","207527260666.667","242833346960","226727434880","256449843840","255159860400","293927384693.334","338039654613.334","351519121626.667","346725309733.334","348662534026.667","349402017093.334","358617230506.667","362575583120","373066209146.667","359026663653.334","379223407546.667","374631983413.334","364070454426.667","404999478400","437231125626.667","461601733253.333","474473046266.667","483237181440","513438407146.667","502865333333.333","528207200000","581011322640","612452430240","628984081386.667","651957609840","678729654960","690549935520","",
"Sudan","SDN","GDP (constant 2010 US$)","NY.GDP.MKTP.KD","9321521196.31941","9323608409.26752","9968414449.92661","9684616513.60074","9576105313.26004","10225085063.6265","9859523192.05264","9999930816.36487","10196251540.5042","10337913211.4384","10950442293.1335","11196533126.8699","10628758445.743","10695952951.8466","11920135693.7704","13793202216.7589","16091869674.9345","17093404114.2742","16079596585.8733","15272626059.4999","15505428248.4298","16658654344.3839","17651287989.0814","18015346102.8651","17112974212.4823","16038100844.4314","16906373314.0355","19310609152.6946","19246673305.7174","20965669470.294","19818836075.7381","21307411140.4784","22708983110.0303","23746499591.8242","23985443577.336","25423872772.0788","26928743519.7469","29774232838.9614","31057056882.6533","32021097643.6716","34053114158.2253","36266689312.9815","38597648770.0863","41583019314.8311","43197815735.7573","46433219017.4981","51106401194.5342","56994834761.4621","61441550872.0498","63433392297.3437","65634109236.7736","64342607849.351","64678192682.9882","67520612416.9246","69329767682.0853","72731117403.9639","76149479921.9502","",
"Senegal","SEN","GDP (constant 2010 US$)","NY.GDP.MKTP.KD","3464325830.84372","3568028631.9746","3563167715.27842","3629602213.66199","3770573317.80542","3820804499.27369","3930719912.03577","3882773270.99705","4127029744.27322","3856538316.43641","4186736882.22053","4180856633.76623","4447729447.19003","4199402032.7987","4375809485.63196","4705555724.44868","5125314997.15378","4987807649.19409","4790593163.28708","5126015435.68117","4956311122.10141","5207572128.92062","5616005376.52607","5316874875.03699","5516032479.19102","5697149788.99266","5874521415.8732","6232536756.26076","6195613276.33752","6442065856.12262","6398540801.57077","6562076334.95335","6643619794.57543","6730038699.14731","6728872473.78546","7089773724.67834","7232428842.10814","7458372326.23663","7898317288.30968","8399632632.53176","8668335875.41373","9065425098.73579","9124785833.02887","9734616090.9252","10306113227.5195","10885585456.5604","11153541790.0781","11704357787.6242","12135373619.3484","12429435070.344","12948906288.5576","13176951814.23","13758210914.7575","14233621992.6055","14813653949.0484","15770157926.6534","16833353304.076","",
"Singapore","SGP","GDP (constant 2010 US$)","NY.GDP.MKTP.KD","5580564723.13899","6034690135.68024","6464466446.64467","7109937660.43272","6848258159.14925","7368536853.68537","8169636963.69637","9173157315.73158","10422368903.557","11852805280.5281","13498643197.6531","15129446277.9611","17175944261.0928","19087275394.2061","20321818848.5515","21258452511.9179","22839383938.3939","24549174917.4918","26685735240.1907","29199413274.6608","32127172717.2718","35559589292.2626","38110084341.7676","41364869820.3154","45005207187.3855","44696002933.6267","45289402273.5607","50161129446.278","55736633663.3664","61412394572.7907","67580784745.1412","72099963329.6664","77210121012.1013","86118151815.1816","95526952695.2696","102240630729.74","109941327466.08","119056692335.9","116407407407.407","123502676934.36","134491382471.581","133210634396.773","138821048771.544","144978217821.782","158822442244.224","170716905023.836","185842757609.094","202775870920.425","206400733406.674","205155335533.553","236421782178.218","251137660432.71","260860359369.27","273906490649.065","283691162449.578","289173890722.406","294946681334.8","",
"Solomon Islands","SLB","GDP (constant 2010 US$)","NY.GDP.MKTP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","398981275.517423","422936824.403851","476609399.362712","495561573.999909","541122612.486089","585622328.612539","595022620.138628","586456236.405051","596917832.164409","594037102.634637","509282959.820657","468649490.727969","455527293.169134","485136575.5633","508900364.629339","536488836.756351","573756838.525823","615755846.356497","659440614.9676","628263103.759676","671585343.170686","758411086.592753","793757683.601737","817684610.807818","830010603.610951","861006850.218829","886746423.42537","",
"Sierra Leone","SLE","GDP (constant 2010 US$)","NY.GDP.MKTP.KD","864335569.949543","879971776.828565","919931005.389279","935567212.268301","998112114.454301","1069778119.2462","1087964347.25208","1088359077.61684","1110343102.01411","1205004812.49265","1308882170.89184","1354246933.91725","1366438334.06661","1397273630.88641","1446175809.12851","1470315614.69864","1463711304.81156","1464394503.91681","1499632699.90462","1567285114.13395","1643196627.50883","1690544164.51326","1771381853.66566","1734133207.39595","1805111873.80974","1709236235.81328","1730363197.50246","1855490410.34206","1724121689.29871","1736707777.6081","1794887453.14381","1837102499.65831","1487815861.52011","1508266625.20098","1478894877.2183","1360586935.68649","1384449200.51888","1303083985.55031","1326344220.78968","1300092080.77615","1386583669.16078","1287577162.06983","1625805355.24369","1778344672.48129","1892470594.25724","1974461587.43227","2083567039.51583","2251467571.56044","2373039542.36763","2483374322.33001","2616610911.07222","2742474774.69338","3158830962.14747","3813207064.80834","3986803557.10578","3169794532.08549","3369621898.97679","",
"El Salvador","SLV","GDP (constant 2010 US$)","NY.GDP.MKTP.KD","","","","","","7571161672.76306","8113342988.63742","8554453183.71908","8831334518.42361","9139143513.67185","9411242784.88247","9774352766.85772","10372302089.971","10876569552.6609","11456943423.7029","11791890818.0696","12387294065.2337","13227160249.5327","13931211016.4469","13348849417.3744","11777513949.1308","10546653425.2548","9881603236.87013","10033287204.1722","10167427813.7889","10230119712.802","10249495046.3512","10507125177.2636","10704391904.0551","10807388687.9997","11329554198.5364","11734745820.0841","12619937300.8213","13549966526.5171","14369789294.8671","15288963066.5204","15549729951.6749","16210024743.2245","16817694181.4804","17397753008.3671","17772266172.8379","18075982897.9002","18499109617.4314","18924596218.2763","19274802605.2168","19961528067.4789","20742412794.1543","21538872737.4995","21813256137.8336","21129834509.4105","21418330000","21893114521.4863","22304937409.5253","22716831094.0038","23040654007.8581","23570305769.8859","24128087317.1721","",
"San Marino","SMR","GDP (constant 2010 US$)","NY.GDP.MKTP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1612660389.07285","1733818812.08609","1889792873.89625","1931571640.45254","2038803807.94702","2045766935.7064","2125146592.16336","2222630380.7947","2275550151.766","2363285561.53422","2531793253.31126","2573572019.86755","2243519764.07285","2139072847.68212","1937142142.66004","1790916459.71302","1736604063.18985","1721285182.11921","1729640935.43046","1746352442.05298","",
"Somalia","SOM","GDP (constant 2010 US$)","NY.GDP.MKTP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Serbia","SRB","GDP (constant 2010 US$)","NY.GDP.MKTP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","24045674131.5006","24629059461.7961","26398616216.105","27040223134.5098","23755758797.5644","25599017868.5148","26877103625.5498","28789621363.4826","30060802352.7929","32780256764.2151","34596422952.0809","36293152225.2341","38430368884.6748","40492805121.3899","39231060776.6224","39460357730.5224","40013381123.366","39607137113.7376","40625727367.813","39881747972.7617","40183938020.4789","41308012849.7895","",
"Sub-Saharan Africa (excluding high income)","SSA","GDP (constant 2010 US$)","NY.GDP.MKTP.KD","247156601221.214","250802384420.474","265352106474.426","281998825939.745","297396015032.25","312163262165.266","317272330821.49","316070367834.994","325799648358.784","355380117031.347","390599943622.157","419709781529.857","431136593640.225","450538602816.815","486086387746.389","486018718602.439","511699059250.49","523711430481.291","522068541773.412","542997416251.133","564952672989.174","564293727369.151","565624851767.534","557545334995.991","570119587595.949","582661488716.598","580107435453.722","580474991289.019","605966338184.407","625840449550.042","640979738908.815","641273305784.187","632336875774.313","631992438228.771","644110846526.457","664893674243.178","699883794560.505","725427008561.8","743232558301.974","759585332449.37","787074193129.754","818041739503.457","842370117127.605","883517266997.708","987475763601.254","1042124866897.21","1115776341516.94","1195535870268.16","1259858839028.5","1296394739898.96","1366214811306.1","1425884097064.34","1479229664925.7","1550850955186.56","1622630746437.17","1671931215716.2","1692317617559.37","",
"South Sudan","SSD","GDP (constant 2010 US$)","NY.GDP.MKTP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","14192832075.0773","14908383840.9088","15727363443.0995","14997563965.1164","8086368185.54746","9148086587.35648","9456710871.19987","8856230729.30291","","",
"Sub-Saharan Africa","SSF","GDP (constant 2010 US$)","NY.GDP.MKTP.KD","247266768900.833","250905484503.561","265464578690.884","282123799454.413","297528525234.7","312292440691.176","317423574256.64","316222674950.372","325964915823.285","355542339014.429","390776177722.132","419917282797.521","431358712739.315","450782826434.611","486330780011.52","486272451203.548","511999518540.756","523988997523.308","522415865995.017","543405644364.177","565339132924.343","564644462526.505","565971090290.386","557885544114.883","570476025596.276","583061150027.357","580506440619.872","580892309048.612","606406349005.293","626330475097.62","641504485311.335","641812805275.476","632915855851.584","632607834354.37","644721093565.688","665498527127.335","700518359979.091","726138270657.529","744004178692.564","760371364380.74","787871910391.843","818820681357.056","843158312160.996","884257837676.415","988193485018.334","1042907686375.14","1116633122304.53","1196482431871.77","1260783866748.32","1297309291382.77","1367183860901.47","1426929818849.17","1480344765180.81","1552033627847.37","1623852522037.27","1673195772994.75","1693639644393.44","",
"Small states","SST","GDP (constant 2010 US$)","NY.GDP.MKTP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","196413140529.217","203591459495.8","209477224931.806","219008002562.317","227282933910.453","237133419753.042","249077731870.984","269027142689.935","283132896540.487","310894687316.454","337642492719.574","358667991442.586","362204798325.337","388136053426.647","413474687675.379","426985830744.505","439609527388.163","452056405765.324","461696480486.281","469671132445.086","",
"Sao Tome and Principe","STP","GDP (constant 2010 US$)","NY.GDP.MKTP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","118428316.402523","122206100.723884","125110790.001701","133334913.632014","138444610.302697","148265553.162678","161780916.939382","167044628.799415","180719189.126982","185103945.100484","197454053.144483","206138480.63704","212615301.919311","222852291.540555","237360742.330953","246459753.898625","256661791.687575","",
"Suriname","SUR","GDP (constant 2010 US$)","NY.GDP.MKTP.KD","","","","","","","","","","","","","","","","2760204463.00039","2661607341.54223","2930196818.55557","3153287280.52598","2963248949.11626","2809101030.24448","2816260976.33533","2759450908.33333","2675496878.07238","2571036689.2005","2523268316.58798","2433807126.87959","2089096188.52474","2272359780.57634","2522740026.20726","2510412978.48291","2580255425.98859","2575058064.97333","2388247352.91935","2465797921.63316","2492835111.50222","2524603235.63073","2669426894.12442","2711182103.1836","2687566144.6827","2685720130.27299","2808003046.9639","2928745617.03153","3104767754.78462","3392146050.41776","3547191376.09683","3683479343.30695","3871759940.85243","4032182694.88354","4153700529.52386","4368398047.64333","4623921715.74078","4748321396.2619","4887610613.83381","4900098612.65061","4772817086.24868","4527379878.73403","",
"Slovak Republic","SVK","GDP (constant 2010 US$)","NY.GDP.MKTP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","40719116151.9267","41493319725.4483","44068200326.7641","46643323562.6402","49795081605.2952","52816419598.4677","54935315957.9278","54822660413.6773","55486109654.2554","57326288833.4398","59919037774.8649","63165880222.509","66487670525.7091","70976227122.3309","76975767928.5596","85288825294.8242","90090397691.8659","85205207756.7775","89501012915.7314","92024135539.0658","93549112293.0531","94943598803.0619","97554865847.2345","101310826326.841","104679102604.032","",
"Slovenia","SVN","GDP (constant 2010 US$)","NY.GDP.MKTP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","29973079669.4402","31027017316.3351","32613857009.5778","33685428176.1259","35462116830.8406","36935721676.5757","38025091121.1794","39483849698.5294","40606013481.9797","42373104165.1024","44069302645.239","46561862055.1658","49794021535.9604","51437289127.8172","47426581431.5147","48013606745.4803","48325391228.4831","47035305257.5313","46502839741.4843","47888250500.4639","48969999339.1887","50511749001.8176","",
"Sweden","SWE","GDP (constant 2010 US$)","NY.GDP.MKTP.KD","135793184782.845","143508325287.248","149620019088.711","157591620809.927","168341665008.642","174774762865.53","178429017363.201","184434042265.902","191144218113.767","200719873587.384","212847385915.806","214858040748.852","219775580084.192","228496233632.7","235803990191.269","241823742244.361","244382491014.887","240481514528.394","244693663790.467","254089909079.967","258409364912.524","259584689379.582","262826031699.05","267821404946.151","279149005660.635","285179667479.436","292854774009.892","302676663255.494","310422276216.209","318663388257.803","321068260388.536","317388898837.083","313711654101.287","307231574781.4","319789978736.341","332659307767.381","337708614458.34","347503794934.668","362192056472.466","378599909885.838","396527702705.124","402727057569.121","411077914064.11","420885165259.591","439069634290.739","451444063836.53","472608335571.542","488700407872.375","485978113843.762","460781805680.152","488377689564.921","501390063555.111","499954480439.365","506159940034.887","519341997812.702","542826483759.044","560386605247.826","",
"Swaziland","SWZ","GDP (constant 2010 US$)","NY.GDP.MKTP.KD","","","","","","","","","","","528635765.818396","601289529.241724","633905242.798518","691075088.458322","730766895.666003","832405200.899292","814762890.708227","822988679.068791","833910798.260362","859819948.538685","966859382.514702","1108421529.27317","1121418524.0977","1134901954.65406","1204831833.57637","1250524065.09093","1403894314.43747","1608955404.30484","1714660903.52551","1936042557.27555","2342959992.34362","2384204905.92267","2461124288.65669","2537569618.60234","2598488825.04525","2723882841.3067","2828535881.09833","2916299843.75492","2992241440.74721","3080538751.69001","3134761586.47074","3167825951.57376","3306579867.18493","3434882228.42243","3559359414.14342","3772877432.00497","3998954542.31774","4176323195.41783","4210638536.03824","4276537086.12669","4438778424.30203","4538527974.08081","4752662792.19098","5057821995.48748","5155489045.37073","5175653650.92985","5246492515.70071","",
"Sint Maarten (Dutch part)","SXM","GDP (constant 2010 US$)","NY.GDP.MKTP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Seychelles","SYC","GDP (constant 2010 US$)","NY.GDP.MKTP.KD","117996015.496283","112235123.924407","121672505.535006","134004747.605343","141936818.879032","140431478.00256","159946548.974313","160753862.325896","172895980.345911","172895980.345911","188235086.723801","218073690.539979","231830450.532942","252820811.451038","256114686.572972","264252487.613748","307266576.64788","288246078.631383","349215002.896053","404371209.9502","387191407.753007","355382941.035229","351410919.644009","345404444.17515","360986095.763491","401148461.470818","400439225.926256","418074999.070898","440637445.080708","489983652.945451","524260678.36111","538732506.955193","577313656.241428","613087761.58173","608191048.028002","603169565.089069","632830581.345593","708526965.617602","768067310.19775","782445580.840157","794294457.97491","776254738.028627","785669398.20425","739416038.787077","718339327.254204","783031253.312258","856684174.335502","945962968.234513","925654158.746992","915423405.095384","969936525.298729","1046438130.96225","1115610241.47237","1183102676.00985","1222346014.64363","1265101403.03841","1322030966.17514","",
"Syrian Arab Republic","SYR","GDP (constant 2010 US$)","NY.GDP.MKTP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Turks and Caicos Islands","TCA","GDP (constant 2010 US$)","NY.GDP.MKTP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Chad","TCD","GDP (constant 2010 US$)","NY.GDP.MKTP.KD","2089939951.70206","2119151955.09999","2232740960.41821","2197029295.47761","2141863216.79767","2154847786.76298","2115907696.34924","2132140969.44362","2122392418.67013","2268440825.16507","2310626031.93245","2258691791.87005","2284658076.24205","2093183555.73919","2197044238.05691","2395003796.72602","2466393238.10268","2521507874.27877","2509666011.24724","1971566321.0769","1852332481.41292","1871650792.18187","1971720641.87343","2280861156.6978","2327593696.09462","2834840918.9922","2719132138.03532","2654177278.46846","3065106535.07566","3214828869.92383","3080498133.76202","3343422874.88921","3610944962.05134","3043671392.72094","3352204941.73449","3393656609.04143","3468808219.53809","3664913557.29045","3919682951.98766","3892917388.43263","3858672132.83035","4308521325.94343","4674366911.82481","5362511643.5076","7165890624.73454","8407921034.68586","8462426392.92879","8739274636.73703","9006057733.52815","9385905829.95638","10657705536.4978","10666537555.594","11614000868.1864","12275999075.9555","13123041176.3602","13359255854.7014","12424107944.8723","",
"East Asia & Pacific (IDA & IBRD countries)","TEA","GDP (constant 2010 US$)","NY.GDP.MKTP.KD","257789470601.662","228940238744.072","228679183884.029","241853503945.54","265698669453.324","291924903545.791","314026803995.11","311128325227.693","319478164469.956","353725112056.582","398705228316.628","424823624501.778","446532292243.873","483694216456.634","504482016664.555","537031868003.979","555321158196.278","598395615877.972","653009164628.192","699619725208.853","752935656954.695","796710084397.235","844726697687.02","906803757194.848","992393356332.666","1063932894304.33","1137600617257.25","1237740142534.09","1355753803839.23","1436131873483.39","1513771048350.29","1633953250090.29","1809800814368.17","2006870327289.93","2222869608764.99","2439002284090.79","2657071613120.15","2843967039107.85","2893902357569.62","3070749563086.56","3301303416549.63","3522838757042.79","3799715858285.67","4131292945638.97","4499875276831.64","4936684505330.22","5467820343361.9","6139965001197.87","6654041318604.82","7164093007717.84","7864008890290.72","8529151237122.37","9169594977179.22","9830201798834.52","10495515188947.6","11176943088647.8","11883895933158.2","",
"Europe & Central Asia (IDA & IBRD countries)","TEC","GDP (constant 2010 US$)","NY.GDP.MKTP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2746127140838.25","2707486444735.78","2561552925734.1","2322750598057.23","2216044948624.87","2021045390374.72","2016393391026.14","2035184051713.9","2101717036737.27","2085135396251.69","2135399088635.46","2293782269938.06","2349992526266.89","2467258796177.58","2624074436985.96","2828071636547.94","3014801033936.72","3250543530218.25","3496684956321.1","3646265426549.07","3464324881638.2","3635513302315.66","3860706498456.32","3986464568259.25","4130415229958.82","4225771512613.54","4268175475167.38","4340105089775.8","",
"Togo","TGO","GDP (constant 2010 US$)","NY.GDP.MKTP.KD","551677358.594515","618812727.22419","642164571.232772","674270836.512754","770597244.157899","889729364.225827","973441500.867495","1026984400.30633","1078576931.95576","1195396179.45215","1225571596.8311","1225571596.8311","1319023361.98946","1369640672.47232","1435833339.63889","1470875443.63811","1440700101.63733","1540959651.63655","1711165340.73355","1622736719.75554","1859282339.1104","1797643669.85664","1733244837.26307","1639406826.81256","1730484975.43599","1826622971.01486","1855602423.20758","1865069004.98452","1988953784.79479","2069705739.73807","2064662774.71294","2050210806.54708","1968598335.16247","1671422126.76474","1921841515.26526","2072625977.95603","2255767595.65452","2580087820.14977","2520748984.98985","2583307708.87565","2563068019.81933","2521371868.52752","2498121012.08473","2621887861.20628","2677447377.50821","2709052152.60689","2818834121.81118","2883398217.58234","2947567674.93768","3051036045.03104","3172945644.5585","3327904819.97373","3488321264.18983","3626730618.31805","3839682314.56077","4041404331.22667","4245259745.02318","",
"Thailand","THA","GDP (constant 2010 US$)","NY.GDP.MKTP.KD","15639870223.4408","16478502946.2158","17723330987.9679","19141167476.8231","20448699889.0251","22121743302.8005","24582238292.991","26700239601.4404","28868905220.7469","30760009014.5344","34269095175.674","35946695468.7766","37484677724.0231","41321771650.0863","43167306675.462","45312896743.1013","49539145018.0144","54415512544.9501","60017995792.2658","63242022391.7338","66513874353.0164","70442760955.1213","74213103191.0383","78357313131.8955","82864762916.7493","86715687620.4119","91514384420.51","100225589275.963","113543679908.051","127385229004.66","141610545731.926","153729944877.996","166156532830.725","179866180005.37","194249907286.591","210023508389.764","221894822450.504","215784747525.622","199312314682.614","208425468395.577","217712232033.235","225210772012.182","239058711719.124","256245431314.356","272361445882.369","283767493631.796","297864826688.794","314054055752.496","319473585807.457","317266875218.097","341105009515.333","343970153353.698","368883799062.704","378963450413.719","382429143714.741","393677285157.959","406424479934.244","",
"Tajikistan","TJK","GDP (constant 2010 US$)","NY.GDP.MKTP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","6236082981.16176","6454345877.58857","6376893724.17974","7263282021.62651","6791168642.01824","6750421655.20268","6271141778.69189","4452510596.68266","3722298865.73334","2929449281.29069","2566197559.47514","2137642598.6982","2173982433.08981","2289203518.73461","2373904041.4456","2570938100.91492","2833173814.25923","3139156583.89701","3484463717.4761","3843363539.94587","4100868784.0261","4387929676.60756","4730188250.37713","5103873019.56461","5297820244.95672","5642178579.58438","6059699759.65267","6514177191.26575","6996226340.54257","7464921079.82827","7912816344.61796","8458800787.50718","",
